cmt,tên,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,chất lượng,kết cấu,độ bền,màu sắc,Không dùng được đánh X
Các sản phẩm chính hãng giá thường khá đắt tuy nhiên shop không hỗ trợ đổi hàng. Các b lưu ý nếu mua đồ tại shop.,"Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",0,1,0,1,0,0,0,0,0,
"Chất kem mỏng nhẹ, lành tính, không mùi, không kích ứng. 
Cửa hàng giao hàng nhanh, đóng gói cẩn thận, có kèm theo quà tặng.","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",1,0,1,1,1,0,1,0,0,
"Cấp ẩm tốt, không kích ứng da, sẽ ủng hộ tiếp","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",0,0,0,0,0,1,0,0,0,
"Chân ái là đây. Quá tuyệt vời, tks shop nhiều, mình ở HCM giao hàng siêu nhanh, ngày hôm sau là nhận được rồi!","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",1,0,0,0,0,1,0,0,0,
"Chất kem sữa mềm mịn thấm sâu ko bết dính, ko mùi ko màu, da mình loại khô tróc vẩy. Tuýp có chút xíu hơi đau túi tiền mà dưỡng da nên cũng ráng đu theo.","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",0,1,0,0,1,1,1,0,1,
Sp tốt,"Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",0,0,0,0,0,1,0,0,0,
"Cấp ẩm tốt , giao hàng nhanh mua đc giá sale nữa nên rất là oke","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",1,1,0,0,0,1,0,0,0,
Giao hàng nhanh quà tặng nhiều,"Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",1,0,0,1,0,0,0,0,0,
"Đúng sản phẩm.
Date xa.
Giá tốt, giao hàng mhanh.
Shop phục vụ tốt.
Thanks","Kem dưỡng ẩm giúp cung cấp nước, làm dịu và bảo vệ da - dùng được cho da nhạy cảm Toleriane Sensitive Cream 40ml",1,1,0,1,0,0,0,0,0,
"Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml dùng có sáng da lên thật, nhưng ngày nào cũng phải dùng, dừng bôi mấy hôm da lại về như cũ, nhưng cũng được. da sáng màu lên hẳn nhưng những vết thâm và nám chưa thấy mờ mấy, để dùng hết lọ xem thế nào.","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",0,0,0,0,0,1,0,0,0,
"Hàng giao nhanh, shop đóng gói cẩn thận, kem mịn, thơm. Check mã vạch rõ ràng, date lâu do mới sd lần đầu nên k biết kem có hợp k nhưng sẽ ủng hộ shop dài lâu nếu sd ok","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,0,1,1,1,0,1,0,0,
"Hài lòng. Sản phẩm thẩm thấu nhanh vào da, nâng tông trắng tự nhiên, không gây bết dính hay đóng bợn trắng như 1 số loại kem khác. Tuy nhiên, chức năng cấp ẩm chưa cao.","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",0,0,0,0,0,1,1,0,0,
"Giao hàng nhanh. Đóng gói k có lớp bao quanh trong hộp nên có lẽ khi vận chuyển bị va chạm lúc mở ra thì thấy nắp hộp bị bung ra tí. Nhưng cũng k ảnh hưởng gì lọ bên trong. Mùi thơm, check vạch ok. Chưa dùng nên chưa đánh giá được tác dụng. ☺️","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,0,1,0,1,0,0,0,0,
"không có tem chống hàng giả, khi mua về thì tem niêm phong bị rách, không có tờ hướng dẫn sử dụng riêng.. không được tin tưởng","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",0,0,0,1,0,0,0,0,0,
"mình mua 2 sản phẩm cùng 1 shop trên TiKi. Đóng gói rất tốt, có thư cảm ơn rất chu đáo. Nhân viên giao hàng cũng thân thiện. Cảm ơn shop và TiKi.","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,0,1,1,0,0,0,0,0,
kem ok. Mà vận chuyển thì bị chảy lệch kem. Chỉnh lại thì cảm giác như hộp kem nhận dc chỉ chứa 2/3 hộp kem. Như mất 1/3 kem á.,"Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,0,0,0,0,1,0,0,0,
"Hàng đã thanh toán rồi, chưa nhận được hàng mà trên app tiki báo đã giao hàng thành công. Chẳng biết tiki làm ăn sao nữa. Mong có hướng giải quyết nhanh cho mình. Mình mua 165k chứ đâu phải mua sale rẻ gì đâu.","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,1,0,1,0,0,0,0,0,
"Giao hàng đúng hẹn, đóng gói cẩn thận.
Chất lượng chưa dùng nên không rõ.","Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",1,0,1,0,0,0,0,0,0,
hàng  đống  gói  rất  kỹ tôi rất  vừa ý mới  mua  chưa  sài  nên  chưa  biết chất lượng it ngày  nữa  sẽ  đánh giá  thêm,"Kem Dưỡng Trắng, Tái Tạo Da, Hỗ Trợ Trị Thâm Mụn, Nám Da Dr.Jart+ V7 Toning Light 15ml",0,0,1,0,0,0,0,0,0,
"Mình đã sài em này được 1.5 tháng, Và thấy da có mịn hơn, sáng hơn, nhưng không nhiều, chắc do mình chỉ sài buổi tối trước khi đi ngủ nên hiệu quả chưa cao, tăng cường thêm buổi sáng chắc sẽ da sẽ OK hơn. Sài 1.5 tháng mà mới hết 1/2 hủ. Như vậy nếu chỉ sài buổi sáng cho mặt, cổ, tay thì được 3 tháng. Còn như sài cả sáng và tối cho mặt, cổ, tay thì cũng được 1.5 tháng. Nếu so sánh giá thành của nhiều thương hiệu khác thì em này phải nói là rất tiết kiệm. Quan trọng là chất kem rất nhẹ và thấm rất nhanh, không nhờn rít, mùi thơm thì rất dễ chịu. Chấm 9.5 điểm cho em ấy. Em kem chống nắng cùng thương hiệu với em này mình cũng chấm 9.5 điểm luôn, đã đánh giá riêng bên kia rồi mà thấy vẫn cần phải đánh giá thêm cho  em nó: một kem chống nắng có mùi thơm dịu ngọt, chất kem mịn, nhẹ, tan nhanh, thấm ngay vào da khi thoa, nâng tone mạnh mẽ sau 20 phút thoa kem, da mịn và sáng lên hẳn, một sản phẩm chất lượng mà với giá thành tiki bán như vậy thì chỉ có thể là: cưng cưng cưng...💚💚💚💚. (Sản phẩm chất lượng và giá thành vừa túi tiền như thế thì không lí do gì không mua thêm 1 hủ dưỡng ẩm sáng tối Hatomugi + 1 chống nắng dưỡng da nâng tone Hatomugi để tặng mẹ 💚💚💚. Cảm ơn Tiki nhiều 🙏🙏🙏","Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",0,1,0,0,1,1,1,0,0,
"Sản phẩm đúng như ảnh và đóng gói cẩn thận. Về công chưa đánh giá được do mới sử dụng mấy ngày. Trước mắt thấy không kích ứng và mùi thơm nhẹ, lạ. Thời gian tới sẽ đánh giá thêm về công dụng. Tuy nhiên Tiki giao hàng chậm 2 ngày so với lịch dự kiến. Đề nghị Tiki cải thiện vấn đề giao hàng chậm hơn dự kiến.","Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",1,0,1,1,1,0,0,0,0,
Hủ 300g nhìn rata bự lun nha chắc sài lâu lắm mới hết được . Bao bì đóng gói ok còn chất lượng ra sao thù chưa biết. Mở nắp ra kem bị dính trên nắp hủ 1 mảng nên khá buồn 1 síu hoi,"Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",0,0,1,0,0,0,0,0,0,
"giao hàng đúng thời hạn, đóng gói khá tốt, sản phẩm có mùi thơm thơm nhẹ ko có mùi nồng lắm. sữ dụng bị chăm chít 2 3 giây, dạng kem đặc chứ không phải sệt sệt lỏng cũng khá hài lòng. sài dài lâu thì ko biết hiệu quả không nữa","Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",1,0,1,0,1,0,1,0,0,
"mình có nghe nói ở phần mã vạch số 4 sẽ có 1 dấu gạch đậm ở dưới mới là hàng thật, nhưng cái này thì không thấy. mọi người mua rồi cho mình xin ý kiến với","Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",0,0,0,1,0,0,0,0,0,
thơm và khi apply xong thì lớp finish trên da rất khô thoáng và ko bí da thật sự rất hợp vs da dầu mụn ❤️,"Kem Dưỡng Reihaku Hatomugi Cải Thiện Làn Da khô, thâm, mụn 300g",0,0,0,0,1,1,0,0,0,
"Sản phẩm dùng khá tốt, da mình khá nhạy cảm nhưng cũng không bị kích ứng. 
Lúc đầu khá lo lắng về date nhưng khi bóc ra xem thì date còn khá xa, Tiki còn cẩn thận lót thêm cả miếng chống va đập bên trong nữa.
Nếu những đơn hàng còn lại trong đợt sale này đều tốt như vậy thì lần sau sẽ tiếp tục ủng hộ nữa.",Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,0,0,1,1,0,1,0,0,0,
"Nước cân bằng dùng ổn, giao hàng nhanh. Tuy nhiên vỏ hộp bị dính vết dơ, vết tay cầm vào. Tiki nên chú ý điều này",Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,1,0,1,0,0,1,0,0,0,
lần đầu tiên mình chuyển wa xài e này mới xài thấy rất ưng.da mình rất nhạy cảm rất may e này ko gây kích ứng.thẩm thấu nhanh.hy vọng sẽ có kết quả tốt ❤️,Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,0,0,0,0,0,1,1,0,0,
"Toner rất tốt, sử dụng ngày và đêm đều ổn, giảm mụn hiệu quả, dạ không khô",Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,0,0,0,0,0,1,0,0,0,
"Hình ảnh 2 chai, ghi mua 2 giảm 50%. Nhưng chỉ giao 1 chai. Mọi người đừng bị lừa.",Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,0,0,0,1,0,0,0,0,0,
"Giao hàng hộp móp méo,sản phẩm bị bung khỏi hộp .  Hàng chính hãng nên cho 3* shop coi lại bên giao hàng nha",Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,1,0,0,1,0,1,0,0,0,
Giao hàng nhanh đúng hẹn .Sp mình mới mua lần đầu.hi vọng dùng sẽ oke,Nước cân bằng dành cho da mụn từ Bija Innisfree Bija Trouble Skin 200ml - 131172688x,1,0,0,0,0,0,0,0,0,
"Lần đầu tiên thấy hành nhập mà không có vỏ hộp, ko có tem niêm phong. Đã mua rồi cũng ko muốn trả lại. Dùng thì chưa biết ntn. Nhà cũng cấp vui lòng giải thích về ko có vỏ hộp, ko có tem niêm phong. **********",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,1,1,0,0,0,0,0,
"Phượng vừa nhận hàng, chất lượng tốt sẽ tiếp tục mua và giới thiệu. Ấn tượng đẹp là chủ shop gởi vài dòng thật dễ thương đến khách hàng. Cảm ơn bạn về chất lượng phục vụ!",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,1,0,1,0,0,0,
"Shop khá đáng iu khi có cả lời nhắn kèm theo, còn công dụng phải dùng mới biết được",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,1,0,0,0,0,0,
"Vừa nhận đc hàng Tiki đóng gói cẩn thận, có tem chống hàng giả! Chưa dùng nên k biết! Giá cả phải chăng! Giao hàng cẩn thận! Lần đầu mua tiki rất ưng về việc báo hàng giao!",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,1,1,1,1,0,0,0,0,0,
Ko gây kích ứng da. Khá ổn,Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,0,0,1,0,0,0,
"Thấm khâ nhanh, ko dị ứng, dùng dc vài lọ trộm vía da đỡ mụn, thâm cũng mờ. Tiki giao hàng thì nhanh đó giờ, ít khi giao trễ hơn thời gian dự kiến, chất lượng",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,1,0,0,0,0,1,1,0,0,
"Tiki đóng gói sản phẩm cẩn thận, hàng đúng như hình, mùi sản phẩm thơm nhẹ. Giá ổn với sản phẩm  chưa dùng thử nên chưa biết sao nhma sẽ quay lại nhận xét kĩ về sản phẩm",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,1,1,1,1,0,0,0,0,
"Chất lượng tốt, hài lòng khi sử dụng. Đã cải thiện nhanh",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,0,0,1,0,0,0,
"Thẩm thấu nhanh, không gây kích ứng da, không hương liệu, dùng rất hiệu quả",Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,0,1,1,1,0,0,
Chưa dùng nhưng đáng giá cao sự nhiệt tình của shop . Chữ shop dễ đọc 😂😂,Serum Dew&Dew Vitamin C Treatment Serum - DEW&DEW03 - 50ml,0,0,0,1,0,0,0,0,0,
"bột thơm mùi đậu đỏ, mình nghĩ là chính hãng đấy. pha với mật ong đắp lên da mặt dễ chịu lắm ạ. nhưng mình hơi bất ngờ chút là gói hơi nhỏ , nhỏ hơn trong hình rất nhiều nhưng ko sao, tiền như vậy thì mua được như vậy thôi ạ. lần sau hết mình mua tiếp ạ. cảm ơn shop rất nhiều",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,1,1,1,0,0,0,
"Dùng k bị kích ứng, kết hợp mát xa sẽ giúp tẩy TBC khá ổn, khá thư giãn, chưa thấy hiệu quả trắng da lắm nhưng mà thành phần lành tính, giá sale tốt và khoảng thời gian chill trong nhà tắm là vô giá nên là cho 5 sao nhé 🥰",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,0,0,1,0,0,0,
"Bột đậu đỏ với khoai tây đều tốt cho da mặt hết. Siêng làm bỏ ngăn mát tử lạnh đắp bao phê, giá hạt dẻ cho hàng Việt.",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,0,0,1,0,0,0,
"Bột mịn, thông tin sản phẩm đầy đủ. Mua 2 sp của shop và cực kỳ hài lòng. Sẽ tiếp tục ủng hộ shop.
Hình ảnh hơi k liên quan. Nhưng bột đậu đỏ thì quá quen r nên chắc k cần chụp. Nói chung là shop okela về mọi thứ",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,0,0,1,0,1,1,0,0,
"Mình mua sale 9k nên kinh tế, hàng tốt sài rất thích , mọi người nên mua dùng",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,0,0,1,0,0,0,
Giao hàng nhanh chóng. Sản phẩm được gói cẩn thận. Lần đầu sử dụng. Sẽ tiếp tục ủng hộ nếu sản phẩm có hiệu quả tốt.,Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,1,0,1,0,0,0,0,0,0,
"Shop xác nhận và giao hàng rất nhanh chóng, đóng gói sản phẩm rất cẩn thận nữa mọi người",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,1,0,1,0,0,0,0,0,0,
"Mua 11k 
Cách chăm da mau đẹp là nên ngày nào cũng đắp mặt nha ce . 
Dịch ko bận cv nên mình chọn các loại đắp mặt từ TV 
Đợi sale lại mua tiếp hihi",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,0,0,0,0,0,0,
SẢN PHẨM TỐT + GIÁ HỢP LÝ,Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,0,1,0,0,0,1,0,0,0,
"Mùi hơi hoá học 1 xíu, mua sale nên đc giá rẻ. Giao nhanh, sạch sẽ ko đổ .",Bột Đậu Đỏ Dưỡng Trắng Da Milaganics 100g,1,1,0,0,1,0,0,0,0,
Shiper nhiệt tình,Xịt Khoáng Làm Dịu Và Bảo Vệ Da La Roche-Posay Thermal Spring Water (300ml),1,0,0,0,0,0,0,0,0,
Sản tốt đáng mua,Xịt Khoáng Làm Dịu Và Bảo Vệ Da La Roche-Posay Thermal Spring Water (300ml),0,0,0,0,0,1,0,0,0,
"Buồn lắm mn ạ, chất lượng thì hg bàn, lúc bóc mn nhớ chú ý nhé :((, mình cũng dùng srm centa chai trước rồi, mà chai 125ml cái nắp cũng giòn lắm, một lần cũng bật ra sau. Tưởng chai lớn thì cứng cáp hơn, nhưng mà trông nó vẫn mỏng như này manh mn ạ...",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,0,0,0,0,0,0,0,0,
"Hàng ko phải hàng xịn nhé. Cổ chai ko còn nhựa niêm phong vì đã bị vặn nắp , vòi nhấn đã bật lên, sữa rửa mặt có mùi thơm ko đúng, hàng thật ko có mùi thơm.",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,0,0,1,1,0,0,0,0,
hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài  lòng😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊 hài lòng 😊,Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,0,0,0,0,1,0,0,0,
"Sữa rưat mặt dịu nhẹ đặc biệt tốt cho da nhạy cảm da mụn, đã dùng sp này và không muốn đổi ưua dòng sản phẩm khác, mua size lớn vừa rẻ vừa tiết kiệm.",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,1,0,0,0,1,0,0,0,
"sản phẩm giống như hình ảnh, giao hàng nhanh, chưa sử dụng nhưng nói chung là hài lòng ,vì lười chụp hình lên mình lấy thêm hình ko liên quan nhé",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,1,0,0,1,0,0,0,0,0,
Sản phẩm không giống như hình. Có mùi hôi kỳ lạ không giống loại mình hay dùng. Rửa mặt xong có cảm giác bỏng rát. Không dám xài lần thứ 2.,Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,0,0,1,1,1,0,0,0,
"shop ib nhanh, nhiệt tình. giao hàng mùa dịch 4 5 ngày cũng ổn. sp mới, date xa, săn sale đc giá tốt nữa. sẽ ủng hộ lsau.",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,1,1,0,1,0,0,0,0,0,
"Mìn rất thích dùng loại này, dịu nhẹ không gây khô và kích ứng da. Nó không làm sạch sâu nên dùng sau bước dầu tẩy trang là oke, hoặc dùng rửa mạt buổi sáng.",Sữa Rửa Mặt Dịu Nhẹ Cetaphil Gentle Skin Cleanser 500ml,0,0,0,0,0,1,0,0,0,
